Name,Organization,Date,Location,Profile Link
Parvaz Mohammed Sultan,News and Feature Alliance,"January 31, 2003",India,https://cpj.org/data/people/parvaz-mohammed-sultan/
Paul Douglas,CBS,"May 29, 2006",Iraq,https://cpj.org/data/people/paul-douglas/
Paul Jenks,European Pressphoto Agency,"January 17, 1992",Croatia,https://cpj.org/data/people/paul-jenks/
Paul Kiggundu,TOP Radio and TV,"September 11, 2010",Uganda,https://cpj.org/data/people/paul-kiggundu/
Paul Klebnikov,Forbes Russia,"July 9, 2004",Russia,https://cpj.org/data/people/paul-klebnikov/
Paul Mansaray,Standard Times,"January 9, 1999",Sierra Leone,https://cpj.org/data/people/paul-mansaray/
Paul Moran,freelance,"March 22, 2003",Iraq,https://cpj.org/data/people/paul-moran/
Paúl Rivas Bravo,El Comercio,"April 10-12, 2018",Colombia,https://cpj.org/data/people/paul-rivas-bravo/
Paulos Kidane,Eri-TV and Dimtsi Hafash,"June, 2007",Eritrea,https://cpj.org/data/people/paulos-kidane/
Pavel Makeev,Puls,"May 21, 2005",Russia,https://cpj.org/data/people/pavel-makeev/
Pavel Sheremet,"Ukrainska Pravda, Radio Vesti","July 20, 2016",Ukraine,https://cpj.org/data/people/pavel-sheremet/
Pedro Alfonso Flores Silva,Channel 6,"September 8, 2011",Peru,https://cpj.org/data/people/pedro-alfonso-flores-silva/
Pedro Palma,Panorama Regional,"February 13, 2014",Brazil,https://cpj.org/data/people/pedro-palma/
Pedro Yauri,Radio Universal,"June 24, 1992",Peru,https://cpj.org/data/people/pedro-yauri/
Per-Ove Carlsson,Freelancer,"April 29, 1992",Papua New Guinea,https://cpj.org/data/people/per-ove-carlsson/
Percival Mabasa,DWBL 1242 Radio,"October 3, 2022",Philippines,https://cpj.org/data/people/percival-mabasa/
Pervez Khan,Waqt TV,"December 6, 2010",Pakistan,https://cpj.org/data/people/pervez-khan/
Phamon Phonphanit,Sue Samut Atyakam,"September 24, 2011",Thailand,https://cpj.org/data/people/phamon-phonphanit/
Philip Agustin,Starline Times Recorder,"May 10, 2005",Philippines,https://cpj.org/data/people/philip-agustin/
Philip True,San Antonio Express-News,"December 15, 1998",Mexico,https://cpj.org/data/people/philip-true/
Philippe Honoré,Freelance,"January 7, 2015",France,https://cpj.org/data/people/philippe-honore/
Pierre Anceaux,freelance,"August 31, 1994",Somalia,https://cpj.org/data/people/pierre-anceaux/
Pierre Billaud,Radio Télévision Luxembourg,"November 11, 2001",Afghanistan,https://cpj.org/data/people/pierre-billaud/
Pierre Kabeya,Kin-Matin,"June 8, 1994",Democratic Republic of the Congo,https://cpj.org/data/people/pierre-kabeya/
Pierre Zakrzewski,Fox News,"March 14, 2022",Ukraine,https://cpj.org/data/people/pierre-zakrzewski/
Pirimkul Sattori,Khatlon,"May 28, 1993",Tajikistan,https://cpj.org/data/people/pirimkul-sattori/
Pradeep Bhatia,The Hindustan Times,"August 10, 2000",India,https://cpj.org/data/people/pradeep-bhatia/
Prahlad Goala,Asomiya Khabar,"January 6, 2006",India,https://cpj.org/data/people/prahlad-goala/
Prakash Singh Thakuri,Freelance,July 2007,Nepal,https://cpj.org/data/people/prakash-singh-thakuri/
Precious Owolabi,Channels TV,"July 22, 2019",Nigeria,https://cpj.org/data/people/precious-owolabi/
Pu Tuidim,Khonumthung Media Group,"January 8, 2022",Myanmar,https://cpj.org/data/people/pu-tuidim/
Puniyamoorthy Sathiyamoorthy,freelance,"February 12, 2009",Sri Lanka,https://cpj.org/data/people/puniyamoorthy-sathiyamoorthy/
Qais al-Jazar (Qais al-Qadhi),Al-Jisr TV,"October 29, 2017",Syria,https://cpj.org/data/people/qais-al-jazar-qais-al-qadhi/
Raad Mutashar,Al-Raad,"May 9, 2007",Iraq,https://cpj.org/data/people/raad-mutashar/
Raad Yassin Al-Baddi,Salaheddin TV,"December 23, 2013",Iraq,https://cpj.org/data/people/raad-yassin-al-baddi/
Rabah Zenati,Algerian State Television,"August 3, 1993",Algeria,https://cpj.org/data/people/rabah-zenati/
Rabih Al Maamari,Al-Mayadeen TV,"November 21, 2023",Lebanon,https://cpj.org/data/people/rabih-al-maamari/
Rachida Hammadi,Algerian State Television,"March 31, 1995",Algeria,https://cpj.org/data/people/rachida-hammadi/
Raed Fares,Radio Fresh,"November 23, 2018",Syria,https://cpj.org/data/people/raed-fares/
Raeda Wazzan,Al-Iraqiya,"February 25, 2005",Iraq,https://cpj.org/data/people/raeda-wazzan/
Rafael Emiro Moreno Garavito,Voces De Córdoba,"October 16, 2022",Colombia,https://cpj.org/data/people/rafael-emiro-moreno-garavito/
Rafael Enrique Prins Velásquez,Apocalipsis,"February 19, 2005",Colombia,https://cpj.org/data/people/rafael-enrique-prins-velasquez/
Rafael Murúa Manríquez,Radiokoshana FM,"January 20, 2019",Mexico,https://cpj.org/data/people/rafael-murua-manriquez/
Rafed Mahmoud Said al-Anbagy,Diyala TV and Radio,"August 27, 2005",Iraq,https://cpj.org/data/people/rafed-mahmoud-said-al-anbagy/
Raffaele Ciriello,Freelance,"March 13, 2002",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/raffaele-ciriello/
Rafiq Tagi,Freelance,"November 23, 2011",Azerbaijan,https://cpj.org/data/people/rafiq-tagi/
Rahmatullah Nikzad,Freelance,"December 21, 2020",Afghanistan,https://cpj.org/data/people/rahmatullah-nikzad/
Rajdev Ranjan,Hindustan,"May 13, 2016",India,https://cpj.org/data/people/rajdev-ranjan/
Rajesh Mishra,Dainik Jagran,"October 21, 2017",India,https://cpj.org/data/people/rajesh-mishra-2/
Rajesh Mishra,Media Raj,"March 1, 2012",India,https://cpj.org/data/people/rajesh-mishra/
Rajesh Verma,IBN 7,"September 7, 2013",India,https://cpj.org/data/people/rajesh-verma/
Rakesh Sharma,Aaj,"August 23, 2013",India,https://cpj.org/data/people/rakesh-sharma/
Rakesh Singh,Rashtriya Swaroop,"November 28, 2020",India,https://cpj.org/data/people/rakesh-singh/
Ralikonelo Joki,Ts’enolo FM,"May 14, 2023",Lesotho,https://cpj.org/data/people/ralikonelo-joki/
Ram Chander Chaterpatti,Poora Sach,"November 21, 2002",India,https://cpj.org/data/people/ram-chander-chaterpatti/
Ram Singh Biling,"Azdi Awaz, Daily Ajit","January 3, 1992",India,https://cpj.org/data/people/ram-singh-biling/
Raman Kashyap,Sadhna Plus TV,"October 3-4, 2021",India,https://cpj.org/data/people/raman-kashyap/
Rami Al Refee,"Freelance,Al Jazeera","July 31, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/rami-al-refee/
Rami al-Sayed,Freelance,"February 21, 2012",Syria,https://cpj.org/data/people/rami-al-sayed/
Rami Asmi,Orient News,"December 8, 2014",Syria,https://cpj.org/data/people/rami-asmi/
Rami Rayan,Palestine Network for Press and Media,"July 30, 2014",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/rami-rayan/
Ramiz Ahmadi,TOLO News,"September 5, 2018",Afghanistan,https://cpj.org/data/people/ramiz-ahmadi/
Ramzan Khadzhiev,Russian Public TV (ORT),"August 11, 1996",Russia,https://cpj.org/data/people/ramzan-khadzhiev/
Ramzan Mezhidov,TV Tsentr,"October 29, 1999",Russia,https://cpj.org/data/people/ramzan-mezhidov/
Randa George,Raja FM,"January 25, 2015",South Sudan,https://cpj.org/data/people/randa-george/
Rasheed Albably,,"June 6, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/rasheed-albably/
Rasheed Bakr,"Al-Mohrar Media Network,Syria 1 News Agency","October 26, 2020",Syria,https://cpj.org/data/people/rasheed-bakr/
Rashid Hamid Wali,Al-Jazeera,"May 21, 2004",Iraq,https://cpj.org/data/people/rashid-hamid-wali/
Rashmi Mohamed,Sirasa TV,"October 6, 2008",Sri Lanka,https://cpj.org/data/people/rashmi-mohamed/
Razzaq Gul,Express News TV,"May 19, 2012",Pakistan,https://cpj.org/data/people/razzaq-gul/
Regina Martínez Pérez,Proceso,"April 28, 2012",Mexico,https://cpj.org/data/people/regina-martinez-perez/
Rehmatullah Abid,"Dunya News TV, Intikhaab","November 18, 2012",Pakistan,https://cpj.org/data/people/rehmatullah-abid/
Reinaldo Coutinho da Silva,Cachoeiras Jornal,"August 29, 1995",Brazil,https://cpj.org/data/people/reinaldo-coutinho-da-silva/
Relangi Selvarajah,Sri Lanka Rupavahini Corp.,"August 12, 2005",Sri Lanka,https://cpj.org/data/people/relangi-selvarajah/
Rémi Ochlik,Freelance,"February 22, 2012",Syria,https://cpj.org/data/people/remi-ochlik/
Renante Cortes,dyRB Radio,"July 22, 2021",Philippines,https://cpj.org/data/people/renante-cortes/
Renato Blanco,Power 102.1 DYRY RFM Mabinay,"September 18, 2022",Philippines,https://cpj.org/data/people/renato-blanco/
Rex Cornelio Pepino,Original Energy 93.7 FM,"May 20, 2020",Philippines,https://cpj.org/data/people/rex-cornelio-pepino/
Rey Bancayrin,Radio DXLL,"March 30, 1998",Philippines,https://cpj.org/data/people/rey-bancayrin/
Rey Merisco,Periodico Ini,"November 23, 2009",Philippines,https://cpj.org/data/people/rey-merisco/
Reynaldo Momay,Midland Review,"November 23, 2009",Philippines,https://cpj.org/data/people/reynaldo-momay/
Riad al-Saray,Al-Iraqiya,"September 7, 2010",Iraq,https://cpj.org/data/people/riad-al-saray/
Ricardo de Mello,Imparcial Fax,"January 18, 1995",Angola,https://cpj.org/data/people/ricardo-de-mello/
Ricardo Domínguez López,InfoGuaymas,"July 22, 2021",Mexico,https://cpj.org/data/people/ricardo-dominguez-lopez/
Ricardo Gangeme,El Informador Chubutense,"May 13, 1999",Argentina,https://cpj.org/data/people/ricardo-gangeme/
Ricardo Ortega,Antena 3,"March 7, 2004",Haiti,https://cpj.org/data/people/ricardo-ortega/
Richard Wild,freelance,"July 5, 2003",Iraq,https://cpj.org/data/people/richard-wild/
Rico Ramirez,DXSF Radio,"August 20, 2003",Philippines,https://cpj.org/data/people/rico-ramirez/
Ridwan Salamun,Sun TV,"August 21, 2010",Indonesia,https://cpj.org/data/people/ridwan-salamun/
Riyad Muhammad Ali,Talafar al-Yawm,"July 30, 2006",Iraq,https://cpj.org/data/people/riyad-muhammad-ali/
Rizq Al-Gharabli,Palestinian Information Center,"February 6, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/rizq-al-gharabli/
Rob Hiaasen,Capital Gazette,"June 28, 2018",USA,https://cpj.org/data/people/rob-hiaasen/
Robenson Laraque,Tele Contact,"April 4, 2005",Haiti,https://cpj.org/data/people/robenson-laraque/
Robert Stevens,The Sun,"October 5, 2001",USA,https://cpj.org/data/people/robert-stevens/
Roberto Fraile,93 Metros,"April 26 - 27, 2021",Burkina Faso,https://cpj.org/data/people/roberto-fraile/
Roberto Marcos García,Testimonio and Alarma,"November 21, 2006",Mexico,https://cpj.org/data/people/roberto-marcos-garcia/
Roberto Martínez,Prensa Libre,"April 27, 2000",Guatemala,https://cpj.org/data/people/roberto-martinez/
Roddy Scott,Frontline,"September 26, 2002",Russia,https://cpj.org/data/people/roddy-scott/
Rodolfo Julio Torres,Emisora Fuentes,"October 21, 1999",Colombia,https://cpj.org/data/people/rodolfo-julio-torres/
Rodolfo Rincón Taracena,Tabasco Hoy,"January 20, 2007",Mexico,https://cpj.org/data/people/rodolfo-rincon-taracena/
Rodrigo Neto,Rádio Vanguarda and Vale do Aço,"March 8, 2013",Brazil,https://cpj.org/data/people/rodrigo-neto/
Roee Idan,Ynet,"October 20, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/roee-idan/
"Rogelio ""Roger"" Mariano",Radyo Natin-Aksyon Radyo,"July 31, 2004",Philippines,https://cpj.org/data/people/rogelio-roger-mariano/
Rohat Aktaş,Azadiya Welat,"January 30 to February 24, 2016",Turkey,https://cpj.org/data/people/rohat-aktas/
Rohit Biswal,Dharitri,"February 5, 2022",India,https://cpj.org/data/people/rohit-biswal/
Roland Ureta,Radio DYKR,"January 3, 2001",Philippines,https://cpj.org/data/people/roland-ureta/
"Rolando ""Dodong"" Morales",DXMD,"July 3, 2005",Philippines,https://cpj.org/data/people/rolando-dodong-morales/
Romeo (or Romy) Binungcal,Remate and Bulgar,"September 29, 2004",Philippines,https://cpj.org/data/people/romeo-or-romy-binungcal/
Romeo Jimmy Cabillo,Midland Review,"November 23, 2009",Philippines,https://cpj.org/data/people/romeo-jimmy-cabillo/
Romeo Lagaspi,Voice of Zambales,"January 11, 1993",Philippines,https://cpj.org/data/people/romeo-lagaspi/
Romeo Olea,DWEB,"June 13, 2011",Philippines,https://cpj.org/data/people/romeo-olea/
Ronnie Perante,Gold Star Daily,"November 23, 2009",Philippines,https://cpj.org/data/people/ronnie-perante/
Roohollah Zam,Amad News,"December 12, 2020",Iran,https://cpj.org/data/people/roohollah-zam/
Rory Peck,ARD Television Company,"October 3, 1993",Russia,https://cpj.org/data/people/rory-peck/
Rosell Morales,News Focus,"November 23, 2009",Philippines,https://cpj.org/data/people/rosell-morales/
Roshdi Sarraj,Ain Media,"October 22, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/roshdi-sarraj/
Rowell Endrinal,DZRC,"February 11, 2004",Philippines,https://cpj.org/data/people/rowell-endrinal/
Rubello Bataluna,Gold Star Daily,"November 23, 2009",Philippines,https://cpj.org/data/people/rubello-bataluna/
Rubén Espinosa Becerril,"Proceso, AVC Noticias, Cuartoscuro","July 31, 2015",Mexico,https://cpj.org/data/people/ruben-espinosa-becerril/
Rubylita Garcia,"Remate, dwAD","April 6, 2014",Philippines,https://cpj.org/data/people/rubylita-garcia/
Rupert Hamer,Sunday Mirror,"January 10, 2010",Afghanistan,https://cpj.org/data/people/rupert-hamer/
Ruperto Armenta Gerardo,El Regional,"February 5, 1995",Mexico,https://cpj.org/data/people/ruperto-armenta-gerardo/
S. Gangadhara Raju,Eenadu Television (E-TV),"November 19, 1997",India,https://cpj.org/data/people/s-gangadhara-raju/
S. Krishna,Eenadu Television (E-TV),"November 19, 1997",India,https://cpj.org/data/people/s-krishna/
Saad Ahmed,Hawar News Agency (ANHA),"October 13, 2019",Syria,https://cpj.org/data/people/saad-ahmed/
Saad Bakhtaoui,El-Minbar,"September 10, 1993",Algeria,https://cpj.org/data/people/saad-bakhtaoui/
Saadi Madoukh,Freelance,"July 5, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/saadi-madoukh/
Sabah al-Bazi,Al-Arabiya,"March 29, 2011",Iraq,https://cpj.org/data/people/sabah-al-bazi/
Sabawoon Kakar,"Radio Azadi,Radio Free Europe/Radio Liberty","April 30, 2018",Afghanistan,https://cpj.org/data/people/sabawoon-kakar/
Sadrul Alam Nipul,Dainik Mathabhanga,"May 21, 2014",Bangladesh,https://cpj.org/data/people/sadrul-alam-nipul/
Saed Abu Nabhan,,"January 10, 2025",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/saed-abu-nabhan/
Saed Al-Halabi,Al-Aqsa TV,"October 25, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/saed-al-halabi/
Saed Mahdi Shlash,Rayat al-Arab,"October 26, 2006",Iraq,https://cpj.org/data/people/saed-mahdi-shlash/
Saed Radwan,Al-Aqsa TV,"October 27, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/saed-radwan/
Saeed al-Taweel,Al-Khamsa News,"October 9, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/saeed-al-taweel/
Saeed Karimian,GEM TV,"April 29, 2017",Turkey,https://cpj.org/data/people/saeed-karimian/
Safa al-Din Abdel Hamid,Al-Mosuliya,"September 8, 2010",Iraq,https://cpj.org/data/people/safa-al-din-abdel-hamid/
Safa Isma'il Enad,freelance,"September 13, 2006",Iraq,https://cpj.org/data/people/safa-ismail-enad/
Safaa Ghali,Dijlah TV,"January 10, 2020",Iraq,https://cpj.org/data/people/safaa-ghali/
Safir Nader,Qulan TV,"February 1, 2004",Iraq,https://cpj.org/data/people/safir-nader/
Sagal Salad Osman,Radio Mogadishu,"June 5, 2016",Somalia,https://cpj.org/data/people/sagal-salad-osman/
Sahar Hussein Ali al-Haydari,National Iraqi News Agency and Aswat al-Iraq,"June 7, 2007",Iraq,https://cpj.org/data/people/sahar-hussein-ali-al-haydari/
Saher Akram Rayan,WAFA,"March 25, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/saher-akram-rayan/
Sai Reddy,Deshbandhu,"December 6, 2013",India,https://cpj.org/data/people/sai-reddy/
Sai Win Aung (A Sai K),Federal News Journal,"December 25, 2021",Myanmar,https://cpj.org/data/people/sai-win-aung-a-sai-k/
Saïd Brahimi,Algerian State Television,"September 9, 1995",Algeria,https://cpj.org/data/people/said-brahimi/
Said Mekbel,Le Matin,"December 4, 1994",Algeria,https://cpj.org/data/people/said-mekbel/
Said Tahlil Ahmed,HornAfrik,"February 2, 2009",Somalia,https://cpj.org/data/people/said-tahlil-ahmed/
Saïd Tazrout,Le Matin,"September 3, 1995",Algeria,https://cpj.org/data/people/said-tazrout/
Saïda Djebaili,Al-Hayat al-Arabia,"October 17, 1995",Algeria,https://cpj.org/data/people/saida-djebaili/
Saidan Shafi,Doordarshan TV,"March 16, 1997",India,https://cpj.org/data/people/saidan-shafi/
Saidmurod Yerov,Farkhang,January 1993,Tajikistan,https://cpj.org/data/people/saidmurod-yerov/
Saif Laith Yousuf,ABC News,"May 17, 2007",Iraq,https://cpj.org/data/people/saif-laith-yousuf/
Saif Talal,Al-Sharqiya,"January 12, 2016",Iraq,https://cpj.org/data/people/saif-talal/
Saif ur Rehman,Samaa TV,"January 10, 2013",Pakistan,https://cpj.org/data/people/saif-ur-rehman/
Saiful Alam Mukul,Daily Runner,"August 30, 1998",Bangladesh,https://cpj.org/data/people/saiful-alam-mukul/
Sajid Tanoli,Shumal,"January 29, 2004",Pakistan,https://cpj.org/data/people/sajid-tanoli/
Salah al-Din Hassan,Shaab Masr,"June 29, 2013",Egypt,https://cpj.org/data/people/salah-al-din-hassan/
Salam Mema,Palestinian Media Assembly,"October 13, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/salam-mema/
Saleem Shahzad,Asia Times Online,"May 29 or 30, 2011",Pakistan,https://cpj.org/data/people/saleem-shahzad/
Saleem Talash,Mashal TV,"April 30, 2018",Afghanistan,https://cpj.org/data/people/saleem-talash/
Saleh Ayyad Hafyana,Fassato News Agency,"November 18, 2013",Libya,https://cpj.org/data/people/saleh-ayyad-hafyana/
Saleh Ibrahim,Associated Press Television News,"April 23, 2005",Iraq,https://cpj.org/data/people/saleh-ibrahim/
Salem Khalil,Orient News,"December 8, 2014",Syria,https://cpj.org/data/people/salem-khalil/
Salih Saif Aldin,The Washington Post,"October 14, 2007",Iraq,https://cpj.org/data/people/salih-saif-aldin/
Salko Hondo,Oslobodjenje,"July 1, 1992",Bosnia,https://cpj.org/data/people/salko-hondo/
Salvador Adame Pardo,6TV,"May 18-June 14, 2017",Mexico,https://cpj.org/data/people/salvador-adame-pardo/
Salvador Medina Velázquez,FM Ñemity,"January 5, 2001",Paraguay,https://cpj.org/data/people/salvador-medina-velazquez/
Sam Nimfa-Jan,Details,"May 27, 1999",Nigeria,https://cpj.org/data/people/sam-nimfa-jan/
Saman Abdullah Izzedine,Kirkuk TV,"April 15, 2005",Iraq,https://cpj.org/data/people/saman-abdullah-izzedine/
Sameeh Al-Nady,Al-Aqsa TV,"October 18, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/sameeh-al-nady/
Sameh al-Aryan,Al-Aqsa TV,"July 30, 2014",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/sameh-al-aryan/
Samer Abu Daqqa,Al-Jazeera Arabic,"December 15, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/samer-abu-daqqa/
Samer Mohammed Aboud,"Free Deir al-Zour Radio, Development Interaction Network",October 2015 - June 2016,Syria,https://cpj.org/data/people/samer-mohammed-aboud/
Sami Abu Amin,Al-Ikhbariya,"June 27, 2012",Syria,https://cpj.org/data/people/sami-abu-amin/
Sami Jawdat Rabah,Syrian Observatory for Human Rights,October 2015 - June 2016,Syria,https://cpj.org/data/people/sami-jawdat-rabah/
Samim Faramarz,TOLO News,"September 5, 2018",Afghanistan,https://cpj.org/data/people/samim-faramarz/
Samir Qassir,Al-Nahar,"June 2, 2005",Lebanon,https://cpj.org/data/people/samir-qassir/
Samson Boyi,The Scope,"November 5, 1999",Nigeria,https://cpj.org/data/people/samson-boyi/
Samuel Romã,Radio Conquista FM,"April 20, 2004",Brazil,https://cpj.org/data/people/samuel-roma/
Samuel Wazizi,Chillen Muzik TV,"August 17, 2019",Cameroon,https://cpj.org/data/people/samuel-wazizi/
Sandeep Sharma,News World,"March 26, 2018",India,https://cpj.org/data/people/sandeep-sharma/
Sander Thoenes,Freelancer,"September 21, 1999",East Timor,https://cpj.org/data/people/sander-thoenes/
Santiago Ilídio Andrade,Bandeirantes,"February 10, 2014",Brazil,https://cpj.org/data/people/santiago-ilidio-andrade/
Santos Gatchalian,DXGO,"November 23, 2009",Philippines,https://cpj.org/data/people/santos-gatchalian/
Saoman Conteh,New Tablet,"May 8, 2000",Sierra Leone,https://cpj.org/data/people/saoman-conteh/
Saqib Khan,Ummat,"November 22, 2012",Pakistan,https://cpj.org/data/people/saqib-khan/
Sardasht Osman,Freelance,"May 5, 2010",Iraq,https://cpj.org/data/people/sardasht-osman/
Sari Mansour,Quds News Network,"November 18, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/sari-mansour/
Sarmad Hamdi Shaker,Baghdad TV,"June 27, 2007",Iraq,https://cpj.org/data/people/sarmad-hamdi-shaker/
Sarwa Abdul-Wahab,freelance,"May 4, 2008",Iraq,https://cpj.org/data/people/sarwa-abdul-wahab/
Satoru Someya,freelance,"September 6, 2003",Japan,https://cpj.org/data/people/satoru-someya/
Sattar Beheshti,Freelance,"November 3, 2012",Iran,https://cpj.org/data/people/sattar-beheshti/
Sayed Mehdi Husaini,Jomhor News Agency,"December 28, 2017",Afghanistan,https://cpj.org/data/people/sayed-mehdi-husaini/
Sayeed Khuda Dad Ahamdi,Afghan Voice Agency,"December 28, 2017",Afghanistan,https://cpj.org/data/people/sayeed-khuda-dad-ahamdi/
Sayfettin Tepe,Yeni Politika,"August 29, 1995",Turkey,https://cpj.org/data/people/sayfettin-tepe/
Sayomchai Vijitwittayapong,Matichon,"January 10, 1998",Thailand,https://cpj.org/data/people/sayomchai-vijitwittayapong/
Selvarajah Rajeewarnam,Uthayan,"April 29, 2007",Sri Lanka,https://cpj.org/data/people/selvarajah-rajeewarnam/
Semko Karim Mohyideen,freelance,"February 1, 2004",Iraq,https://cpj.org/data/people/semko-karim-mohyideen/
Serge Maheshe,Radio Okapi,"June 13, 2007",Democratic Republic of the Congo,https://cpj.org/data/people/serge-maheshe/
Sergei Krasilnikov,Ostankino Television Company,"October 3, 1993",Russia,https://cpj.org/data/people/sergei-krasilnikov/
Serhiy Nikolayev,Segodnya,"February 28, 2015",Ukraine,https://cpj.org/data/people/serhiy-nikolayev/
Shafiq Amiri,Khurshid TV,"May 30, 2020",Afghanistan,https://cpj.org/data/people/shafiq-amiri/
Shafiullah Khan,The News,"June 17, 2011",Pakistan,https://cpj.org/data/people/shafiullah-khan/
Shah Marai,Agence France-Presse,"April 30, 2018",Afghanistan,https://cpj.org/data/people/shah-marai/
Shahid Soomro,Kawish,"October 20, 2002",Pakistan,https://cpj.org/data/people/shahid-soomro/
Shahid Zehri,Metro 1 News,"October 10, 2021",Pakistan,https://cpj.org/data/people/shahid-zehri/
Shahir al-Muaddamani,Local Council of Deraya City Media Office,"August 16, 2013",Syria,https://cpj.org/data/people/shahir-al-muaddamani/
Shaima El-Gazzar,Al-Majedat network,"December 3, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/shaima-el-gazzar/
Shamil Gigayev,Nokh Cho TV,"October 29, 1999",Russia,https://cpj.org/data/people/shamil-gigayev/
Shamkhan Kagirov,Rossiskaya Gazeta and Vozrozheniye,"December 13, 1995",Russia,https://cpj.org/data/people/shamkhan-kagirov/
Shamsur Rahman,Janakantha,"July 16, 2000",Bangladesh,https://cpj.org/data/people/shamsur-rahman/
Shan Dahar,Abb Takk Television,"January 1, 2014",Pakistan,https://cpj.org/data/people/shan-dahar/
Shantanu Bhowmik,Dinraat,"September 20, 2017",India,https://cpj.org/data/people/shantanu-bhowmik/
Shao Yunhuan,Xinhua News Agency,"May 8, 1999",Yugoslavia,https://cpj.org/data/people/shao-yunhuan/
Shareef Okasha,Freelance,"January 10, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/shareef-okasha/
Shashikant Warishe,Mahanagari Times,"February 7, 2023",India,https://cpj.org/data/people/shashikant-warishe/
Shehab Mohammad al-Hiti,Baghdad al-Youm,"October 28, 2007",Iraq,https://cpj.org/data/people/shehab-mohammad-al-hiti/
Shehzad Ahmed,Aaj News,"August 8, 2016",Pakistan,https://cpj.org/data/people/shehzad-ahmed/
Sheikh Belaluddin,Sangram,"February 11, 2005",Bangladesh,https://cpj.org/data/people/sheikh-belaluddin/
Sheikh Nur Mohamed Abkey,Radio Mogadishu,"May 4, 2010",Somalia,https://cpj.org/data/people/sheikh-nur-mohamed-abkey/
Shifa Zikri Ibrahim (Shifa Gardi),Rudaw TV,"February 25, 2017",Iraq,https://cpj.org/data/people/shifa-zikri-ibrahim-shifa-gardi/
Shihab al-Tamimi,Iraqi Journalists Syndicate,"February 27, 2008",Iraq,https://cpj.org/data/people/shihab-al-tamimi/
Shinsuke Hashida,freelance,"May 27, 2004",Iraq,https://cpj.org/data/people/shinsuke-hashida/
Shireen Abu Akleh,Al-Jazeera,"May 11, 2022",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/shireen-abu-akleh/
Shirindzhon Amirdzhonov,Tajikistan Radio,"May 7, 1992",Tajikistan,https://cpj.org/data/people/shirindzhon-amirdzhonov/
Shoba,O'liveechchu,"May 18 or 19, 2009",Sri Lanka,https://cpj.org/data/people/shoba/
Shubham Mani Tripathi,Kampu Mail,"June 19, 2020",India,https://cpj.org/data/people/shubham-mani-tripathi/
Shujaat Bukhari,Rising Kashmir,"June 14, 2018",India,https://cpj.org/data/people/shujaat-bukhari/
Shukur Hossain,Anirban,"July 5, 2002",Bangladesh,https://cpj.org/data/people/shukur-hossain/
Simao Roberto,Journal de Angola,"June 5, 1998",Angola,https://cpj.org/data/people/simao-roberto/
Simon Cumbers,BBC,"June 6, 2004",Saudi Arabia,https://cpj.org/data/people/simon-cumbers/
Simone Camilli,The Associated Press,"August 13, 2014",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/simone-camilli/
Siraj Abishov,AzTV,"June 4, 2021",Azerbaijan,https://cpj.org/data/people/siraj-abishov/
Siraj Uddin,The Nation,"February 29, 2008",Pakistan,https://cpj.org/data/people/siraj-uddin/
Sisay Fida,Oromia Broadcasting Network,"May 9, 2021",Ethiopia,https://cpj.org/data/people/sisay-fida/
Slavko Curuvija,"Dnevni Telegraf, Evropljanin","April 11, 1999",Yugoslavia,https://cpj.org/data/people/slavko-curuvija/
Smail Sbaghdi,Algerian Press Service,"September 25, 1994",Algeria,https://cpj.org/data/people/smail-sbaghdi/
Smail Yefsah,Algerian State Television,"October 18, 1993",Algeria,https://cpj.org/data/people/smail-yefsah/
So'oud Muzahim al-Shoumari,Al-Baghdadia,"April 4, 2006",Iraq,https://cpj.org/data/people/sooud-muzahim-al-shoumari/
Soe Moe Tun,Daily Eleven,"December 13, 2016",Myanmar,https://cpj.org/data/people/soe-moe-tun/
Soe Naing,Freelance,"December 10 to 14, 2021",Myanmar,https://cpj.org/data/people/soe-naing/
Sohail Khan,K2 Times,"October 16, 2018",Pakistan,https://cpj.org/data/people/sohail-khan/
